AGV_Id,t1,t2,t3,t4
agv2,1736949691.02583,1736949691.0268736,1736949691.0268736,1736949691.0817175
agv2,1736949693.1141746,1736949693.1151726,1736949693.1151726,1736949693.1607952
agv2,1736949695.1816096,1736949695.1826108,1736949695.1826108,1736949695.231156
agv2,1736949697.2741387,1736949697.2751427,1736949697.2751427,1736949697.3211408
agv2,1736949699.355193,1736949699.355193,1736949699.355193,1736949699.410954
agv2,1736949699.359194,1736949699.3631964,1736949699.3631964,1736949699.410954
agv2,1736949701.4466774,1736949701.447672,1736949701.447672,1736949701.4761982
agv2,1736949701.475196,1736949701.4761982,1736949701.4761982,1736949701.5209608
agv2,1736949702.4764767,1736949702.4774528,1736949702.4774528,1736949702.5212042
agv2,1736949704.5960727,1736949704.5970724,1736949704.5970724,1736949704.6020815
agv2,1736949704.6010206,1736949704.6020815,1736949704.6020815,1736949704.6508737
agv2,1736949706.675195,1736949706.6761851,1736949706.6761851,1736949706.7205932
agv2,1736949706.6761851,1736949706.6803854,1736949706.6803854,1736949706.721595
agv2,1736949707.6775658,1736949707.6795678,1736949707.6795678,1736949707.720562
agv2,1736949709.7596076,1736949709.7606077,1736949709.7606077,1736949709.76598
agv2,1736949709.7646377,1736949709.766523,1736949709.766523,1736949709.8204637
agv2,1736949711.8340423,1736949711.8350382,1736949711.8350382,1736949711.8806922
agv2,1736949711.8350382,1736949711.838029,1736949711.838029,1736949711.8810277
agv2,1736949712.8361855,1736949712.8387284,1736949712.8387284,1736949712.8797517
agv2,1736949714.9672608,1736949714.9708412,1736949714.9708412,1736949715.0405056
agv2,1736949714.9897895,1736949714.9995162,1736949714.9995162,1736949715.0415027
agv2,1736949717.0824866,1736949717.0844781,1736949717.0844781,1736949717.1296263
agv2,1736949717.0844781,1736949717.08848,1736949717.0894864,1736949717.1316288
agv2,1736949718.0860739,1736949718.08707,1736949718.08707,1736949718.1302803
agv2,1736949720.1829991,1736949720.1839988,1736949720.1839988,1736949720.2295237
agv2,1736949722.2454324,1736949722.2464328,1736949722.2464328,1736949722.2507489
agv2,1736949722.2497458,1736949722.2897475,1736949722.2897475,1736949722.2999618
agv2,1736949724.308204,1736949724.3093333,1736949724.3093333,1736949724.3599334
agv2,1736949724.3093333,1736949724.3111315,1736949724.3111315,1736949724.3599334
agv2,1736949725.3104405,1736949725.311444,1736949725.311444,1736949725.359411
agv2,1736949727.3658397,1736949727.367076,1736949727.367076,1736949727.41
agv2,1736949729.4545252,1736949729.4555178,1736949729.4555178,1736949729.4992735
agv2,1736949731.5131657,1736949731.5141423,1736949731.5141423,1736949731.558777
agv2,1736949733.5886116,1736949733.5895844,1736949733.5895844,1736949733.6391506
agv2,1736949735.6482363,1736949735.6492352,1736949735.6492352,1736949735.6896405
agv2,1736949737.714404,1736949737.7153044,1736949737.7153044,1736949737.7587845
agv2,1736949737.7153044,1736949737.7177224,1736949737.7177224,1736949737.7597733
agv2,1736949738.7167332,1736949738.7206862,1736949738.7206862,1736949738.7699564
agv2,1736949739.721204,1736949739.724218,1736949739.724218,1736949739.7687004
agv2,1736949740.7231457,1736949740.725142,1736949740.725142,1736949740.7691917
agv2,1736949742.7252445,1736949742.7262473,1736949742.7262473,1736949742.7473204
agv2,1736949742.7463207,1736949742.7473204,1736949742.7473204,1736949742.798869
agv2,1736949744.8173892,1736949744.8183892,1736949744.8183892,1736949744.8691428
agv2,1736949744.8183892,1736949744.8203702,1736949744.8203702,1736949744.8691428
agv2,1736949745.8190491,1736949745.820047,1736949745.820047,1736949745.8685598
agv2,1736949747.9196305,1736949747.9206302,1736949747.9206302,1736949747.978879
agv2,1736949749.9703012,1736949749.9712942,1736949749.9712942,1736949750.0188339
agv2,1736949752.0226758,1736949752.0234985,1736949752.0234985,1736949752.0697606
agv2,1736949754.0830386,1736949754.08395,1736949754.08395,1736949754.1282456
agv2,1736949756.1349306,1736949756.135965,1736949756.135965,1736949756.1786077
agv2,1736949758.1862457,1736949758.1872413,1736949758.1872413,1736949758.2282877
agv2,1736949760.2470498,1736949760.247574,1736949760.247574,1736949760.25372
agv2,1736949760.2525907,1736949760.25372,1736949760.25372,1736949760.298355
agv2,1736949762.308876,1736949762.3098757,1736949762.3098757,1736949762.3583996
agv2,1736949762.308876,1736949762.3122833,1736949762.3122833,1736949762.359053
agv2,1736949763.3111272,1736949763.315109,1736949763.315109,1736949763.3581452
agv2,1736949765.377503,1736949765.378464,1736949765.378464,1736949765.4281955
agv2,1736949767.4476917,1736949767.4482937,1736949767.4482937,1736949767.497237
agv2,1736949769.5129254,1736949769.5166998,1736949769.5166998,1736949769.5319226
agv2,1736949769.5289211,1736949769.5319226,1736949769.5319226,1736949769.5779438
agv2,1736949771.5817463,1736949771.5826364,1736949771.5826364,1736949771.6278336
agv2,1736949771.5826364,1736949771.5862076,1736949771.5862076,1736949771.6278336
agv2,1736949772.5840392,1736949772.5850766,1736949772.5850766,1736949772.6269965
agv2,1736949774.6469529,1736949774.6479526,1736949774.6479526,1736949774.6533365
agv2,1736949774.6522844,1736949774.6533365,1736949774.6533365,1736949774.6974747
agv2,1736949776.712288,1736949776.7132864,1736949776.7132864,1736949776.7577837
agv2,1736949776.7132864,1736949776.7156842,1736949776.7156842,1736949776.7577837
agv2,1736949777.7143981,1736949777.7150905,1736949777.7150905,1736949777.7574263
agv2,1736949779.7718024,1736949779.7736814,1736949779.7736814,1736949779.7795804
agv2,1736949779.7782626,1736949779.7795804,1736949779.7795804,1736949779.8274946
agv2,1736949781.839205,1736949781.840205,1736949781.840205,1736949781.8872087
agv2,1736949781.840205,1736949781.8432088,1736949781.8432088,1736949781.8872087
agv2,1736949782.8417325,1736949782.8427308,1736949782.8427308,1736949782.897254
agv2,1736949784.900523,1736949784.901526,1736949784.901526,1736949784.9470165
agv2,1736949789.902629,1736949789.9036214,1736949789.9036214,1736949789.9472141
agv2,1736949794.9038615,1736949794.9048727,1736949794.9048727,1736949794.9461987
agv2,1736949796.9048922,1736949796.9062881,1736949796.9062881,1736949796.9194536
agv2,1736949796.918453,1736949796.9194536,1736949796.9194536,1736949796.9668293
agv2,1736949799.0133824,1736949799.0153844,1736949799.0153844,1736949799.0663803
agv2,1736949799.0143895,1736949799.0193827,1736949799.0193827,1736949799.0673826
agv2,1736949801.016311,1736949801.0168233,1736949801.0168233,1736949801.066224
agv2,1736949803.1632714,1736949803.1642716,1736949803.1642716,1736949803.2163198
agv2,1736949803.1734884,1736949803.1761405,1736949803.1761405,1736949803.217319
agv2,1736949805.2568443,1736949805.2579706,1736949805.2579706,1736949805.3059502
agv2,1736949805.2579706,1736949805.2602615,1736949805.2602615,1736949805.3069515
agv2,1736949806.25849,1736949806.2594507,1736949806.2594507,1736949806.3061466
agv2,1736949808.3171792,1736949808.3179324,1736949808.3179324,1736949808.322899
agv2,1736949808.3218215,1736949808.3662775,1736949808.3662775,1736949808.3695931
agv2,1736949810.3853786,1736949810.4154136,1736949810.4154136,1736949810.4354148
agv2,1736949810.3863814,1736949810.419414,1736949810.419414,1736949810.4364145
agv2,1736949811.3876116,1736949811.388626,1736949811.388626,1736949811.4360874
agv2,1736949813.4842422,1736949813.4847791,1736949813.4847791,1736949813.4887564
agv2,1736949813.4877567,1736949813.5355234,1736949813.5355234,1736949813.539524
agv2,1736949815.561417,1736949815.5858407,1736949815.5858407,1736949815.6062343
agv2,1736949815.562268,1736949815.5898492,1736949815.5898492,1736949815.6067865
agv2,1736949816.5634072,1736949816.5644104,1736949816.5644104,1736949816.6050832
agv2,1736949818.636722,1736949818.637787,1736949818.637787,1736949818.6858864
agv2,1736949820.6919193,1736949820.692922,1736949820.692922,1736949820.7353747
agv2,1736949822.756494,1736949822.7574935,1736949822.7574935,1736949822.7612095
agv2,1736949822.760674,1736949822.8050685,1736949822.8050685,1736949822.8097105
agv2,1736949824.8208287,1736949824.82179,1736949824.82179,1736949824.8655076
agv2,1736949824.82179,1736949824.825082,1736949824.8251085,1736949824.8655076
agv2,1736949825.8230875,1736949825.824462,1736949825.824462,1736949825.8651888
agv2,1736949827.8789606,1736949827.879954,1736949827.879954,1736949827.9251626
agv2,1736949829.936974,1736949829.937974,1736949829.937974,1736949829.9853802
agv2,1736949831.9991522,1736949832.0001516,1736949832.0001516,1736949832.045533
agv2,1736949834.0539167,1736949834.0539167,1736949834.0539167,1736949834.094778
agv2,1736949836.1101503,1736949836.1111517,1736949836.1111517,1736949836.1648393
agv2,1736949838.1658304,1736949838.166897,1736949838.166897,1736949838.170661
agv2,1736949840.2200637,1736949840.221168,1736949840.221168,1736949840.2643461
agv2,1736949840.2206469,1736949840.2240772,1736949840.2240772,1736949840.265347
agv2,1736949841.222392,1736949841.2244236,1736949841.2244236,1736949841.2648127
agv2,1736949846.2249725,1736949846.2284722,1736949846.2294734,1736949846.2738297
agv2,1736949851.2272866,1736949851.2282863,1736949851.2282863,1736949851.2738962
agv2,1736949853.2288668,1736949853.2298708,1736949853.2298708,1736949853.2458694
agv2,1736949853.244868,1736949853.2458694,1736949853.2458694,1736949853.2938712
agv2,1736949855.3447866,1736949855.3457897,1736949855.3457897,1736949855.3933835
agv2,1736949855.3457897,1736949855.3493333,1736949855.3493333,1736949855.3943837
agv2,1736949856.3470125,1736949856.348012,1736949856.348012,1736949856.394016
agv2,1736949858.423158,1736949858.4241595,1736949858.4241595,1736949858.4741602
agv2,1736949860.5043945,1736949860.505394,1736949860.505394,1736949860.5532022
agv2,1736949862.5867443,1736949862.5877445,1736949862.5877445,1736949862.6334171
agv2,1736949864.8437657,1736949864.8447652,1736949864.8447652,1736949864.9037642
agv2,1736949866.9071252,1736949866.9081228,1736949866.9081228,1736949866.9533134
agv2,1736949868.965573,1736949868.9661093,1736949868.9661093,1736949869.0132055
agv2,1736949871.0335457,1736949871.0345256,1736949871.0345256,1736949871.0402088
agv2,1736949871.0391731,1736949871.0402088,1736949871.0402088,1736949871.083378
agv2,1736949873.143983,1736949873.1445394,1736949873.1445394,1736949873.1935198
agv2,1736949873.1445394,1736949873.1472063,1736949873.1472063,1736949873.1935198
agv2,1736949874.1459484,1736949874.1469479,1736949874.1469479,1736949874.1932824
agv2,1736949876.2025917,1736949876.2035906,1736949876.2035906,1736949876.2533581
agv2,1736949878.278597,1736949878.2795453,1736949878.2795453,1736949878.3227615
agv2,1736949880.3325806,1736949880.3335838,1736949880.3335838,1736949880.3383548
agv2,1736949880.3372808,1736949880.3831794,1736949880.3831794,1736949880.386181
agv2,1736949882.4045978,1736949882.432105,1736949882.432105,1736949882.4525313
agv2,1736949882.4056025,1736949882.4354692,1736949882.4354692,1736949882.4535172
agv2,1736949883.4076705,1736949883.4086635,1736949883.4086635,1736949883.4522264
agv2,1736949885.4707153,1736949885.471714,1736949885.471714,1736949885.477405
agv2,1736949885.476319,1736949885.5225792,1736949885.5225792,1736949885.5259259
agv2,1736949887.5269523,1736949887.5721593,1736949887.5721593,1736949887.5778964
agv2,1736949887.5279179,1736949887.5750968,1736949887.5750968,1736949887.5784152
agv2,1736949888.5295367,1736949888.5304453,1736949888.5304453,1736949888.5822804
agv2,1736949890.5936224,1736949890.5946245,1736949890.5946245,1736949890.6420505
agv2,1736949892.650068,1736949892.6507611,1736949892.6507611,1736949892.6924837
agv2,1736949894.711618,1736949894.7126174,1736949894.7126174,1736949894.7626479
agv2,1736949896.7800937,1736949896.7810943,1736949896.7810943,1736949896.8226943
agv2,1736949898.8387856,1736949898.8397844,1736949898.8397844,1736949898.8433068
agv2,1736949898.8433068,1736949898.844987,1736949898.844987,1736949898.8486974
agv2,1736949900.9032943,1736949900.9042792,1736949900.9042792,1736949900.9533212
agv2,1736949900.9042792,1736949900.9067626,1736949900.9067626,1736949900.9553292
agv2,1736949901.9054646,1736949901.9064646,1736949901.9064646,1736949901.9515715
agv2,1736949903.9633534,1736949903.9643059,1736949903.9643059,1736949904.0121827
agv2,1736949904.9654374,1736949904.9664378,1736949904.9664378,1736949905.0123425
agv2,1736949905.966872,1736949905.9675295,1736949905.9675295,1736949906.012333
agv2,1736949907.9682963,1736949907.9702976,1736949907.9702976,1736949907.9959853
agv2,1736949907.9949212,1736949908.0218744,1736949908.0218744,1736949908.0417297
agv2,1736949910.0554514,1736949910.0570707,1736949910.0570707,1736949910.1016524
agv2,1736949910.0565238,1736949910.06042,1736949910.06042,1736949910.1026545
agv2,1736949912.0579593,1736949912.058794,1736949912.058794,1736949912.1017969
agv2,1736949914.1173124,1736949914.1183121,1736949914.1183121,1736949914.123315
agv2,1736949914.1223102,1736949914.123315,1736949914.123315,1736949914.1716685
agv2,1736949916.2116134,1736949916.212135,1736949916.212135,1736949916.2617726
agv2,1736949916.212671,1736949916.2152023,1736949916.2152023,1736949916.26277
agv2,1736949917.2133577,1736949917.2143364,1736949917.2143364,1736949917.2614408
agv2,1736949919.2730432,1736949919.274043,1736949919.274043,1736949919.3211575
agv2,1736949921.3415565,1736949921.3415565,1736949921.342556,1736949921.3916085
agv2,1736949923.40374,1736949923.404747,1736949923.404747,1736949923.451965
agv2,1736949925.4610624,1736949925.461901,1736949925.461901,1736949925.51081
agv2,1736949927.5189834,1736949927.5197988,1736949927.5197988,1736949927.5236926
agv2,1736949927.5217695,1736949927.5236926,1736949927.5236926,1736949927.5707958
agv2,1736949929.582508,1736949929.5833673,1736949929.5833673,1736949929.630634
agv2,1736949929.5833673,1736949929.585751,1736949929.585751,1736949929.6316338
agv2,1736949930.5851195,1736949930.58612,1736949930.58612,1736949930.630875
agv2,1736949932.644417,1736949932.645416,1736949932.645416,1736949932.6499155
agv2,1736949932.64887,1736949932.690167,1736949932.690167,1736949932.7008336
agv2,1736949934.7093587,1736949934.7103586,1736949934.7103586,1736949934.760576
agv2,1736949934.7103586,1736949934.7124815,1736949934.7124815,1736949934.76139
agv2,1736949935.7114756,1736949935.7154214,1736949935.7154214,1736949935.7612805
agv2,1736949937.7680542,1736949937.7690458,1736949937.7690458,1736949937.7728121
agv2,1736949937.772209,1736949937.8212779,1736949937.8212779,1736949937.826256
agv2,1736949939.833265,1736949939.8342578,1736949939.8342578,1736949939.8805506
agv2,1736949939.8342578,1736949939.8364918,1736949939.8364918,1736949939.8815172
agv2,1736949940.8356652,1736949940.8366663,1736949940.8366663,1736949940.8803673
agv2,1736949942.8894827,1736949942.8905606,1736949942.8905606,1736949942.8940895
agv2,1736949942.8929832,1736949942.9410439,1736949942.9410439,1736949942.9437418
agv2,1736949944.9505856,1736949944.9515393,1736949944.9515393,1736949945.0005136
agv2,1736949944.9515393,1736949944.9537504,1736949944.9537504,1736949945.0015144
agv2,1736949945.9525535,1736949945.954066,1736949945.954066,1736949946.0001726
agv2,1736949948.0164652,1736949948.0174644,1736949948.0174644,1736949948.0603864
agv2,1736949950.092843,1736949950.0934124,1736949950.0934124,1736949950.0975845
agv2,1736949950.0964372,1736949950.0975845,1736949950.0975845,1736949950.1400578
agv2,1736949952.1638806,1736949952.1648774,1736949952.1648774,1736949952.2099535
agv2,1736949952.1648774,1736949952.1674786,1736949952.1674786,1736949952.2105746
agv2,1736949953.165674,1736949953.1666749,1736949953.1666749,1736949953.2096727
agv2,1736949955.2263691,1736949955.227368,1736949955.227368,1736949955.2699432
agv2,1736949957.2889295,1736949957.2898936,1736949957.2898936,1736949957.3295238
agv2,1736949959.349768,1736949959.3507702,1736949959.3507702,1736949959.3999293
agv2,1736949959.3507702,1736949959.3528147,1736949959.3528147,1736949959.3999293
agv2,1736949960.3517504,1736949960.3527498,1736949960.3527498,1736949960.399741
agv2,1736949965.353343,1736949965.35434,1736949965.35434,1736949965.3995392
agv2,1736949970.355125,1736949970.3571353,1736949970.3571353,1736949970.3999815
agv2,1736949972.356642,1736949972.3576422,1736949972.3576422,1736949972.3752477
agv2,1736949972.3737323,1736949972.3752477,1736949972.3752477,1736949972.419601
agv2,1736949974.4430254,1736949974.44401,1736949974.44401,1736949974.4988935
agv2,1736949974.44401,1736949974.4457502,1736949974.4457502,1736949974.4998949
agv2,1736949975.4445999,1736949975.4465978,1736949975.4465978,1736949975.4887445
agv2,1736949977.51237,1736949977.5133455,1736949977.5133455,1736949977.5587246
agv2,1736949979.5796254,1736949979.5806262,1736949979.5806262,1736949979.629216
agv2,1736949981.6400197,1736949981.6410213,1736949981.6410213,1736949981.6886685
agv2,1736949983.7013767,1736949983.7033782,1736949983.7033782,1736949983.7109106
agv2,1736949983.7089157,1736949983.7109106,1736949983.7109106,1736949983.758557
agv2,1736949985.7678006,1736949985.7678006,1736949985.7678006,1736949985.8183146
agv2,1736949985.7688003,1736949985.7698011,1736949985.7708004,1736949985.8193147
agv2,1736949986.769425,1736949986.772423,1736949986.772423,1736949986.8299553
agv2,1736949988.8343205,1736949988.835322,1736949988.835322,1736949988.8789062
agv2,1736949990.8965378,1736949990.8975422,1736949990.8975422,1736949990.9386406
agv2,1736949992.965766,1736949992.969145,1736949992.969145,1736949992.983712
agv2,1736949992.9814398,1736949993.0381894,1736949993.0381894,1736949993.0420854
agv2,1736949995.041727,1736949995.0427258,1736949995.0427258,1736949995.0887427
agv2,1736949995.0427258,1736949995.0460143,1736949995.0460143,1736949995.0887427
agv2,1736949996.0440047,1736949996.0450058,1736949996.0450058,1736949996.0884752
agv2,1736949998.1031284,1736949998.1042147,1736949998.1042147,1736949998.1086035
agv2,1736949998.107489,1736949998.1086035,1736949998.1086035,1736949998.1584692
agv2,1736950000.176533,1736950000.1775339,1736950000.1775339,1736950000.228534
agv2,1736950000.1775339,1736950000.1805348,1736950000.1805348,1736950000.228534
agv2,1736950001.1783712,1736950001.1813688,1736950001.1813688,1736950001.2292097
agv2,1736950003.2586186,1736950003.2596185,1736950003.2596185,1736950003.3077605
agv2,1736950005.3139737,1736950005.3148224,1736950005.3148224,1736950005.3579106
agv2,1736950007.3758655,1736950007.3768659,1736950007.3768659,1736950007.4178998
agv2,1736950009.4343903,1736950009.4353793,1736950009.4353793,1736950009.4770775
agv2,1736950011.4909492,1736950011.4919138,1736950011.4919138,1736950011.5378683
agv2,1736950013.5548067,1736950013.5548067,1736950013.5548067,1736950013.5589955
agv2,1736950013.5584521,1736950013.6081107,1736950013.6081107,1736950013.611797
agv2,1736950015.617664,1736950015.6571133,1736950015.6571133,1736950015.6677942
agv2,1736950015.6187456,1736950015.6597025,1736950015.6597025,1736950015.6683066
agv2,1736950016.6202471,1736950016.6212466,1736950016.6212466,1736950016.667249
agv2,1736950018.6848905,1736950018.6858957,1736950018.6858957,1736950018.7271369
agv2,1736950019.6875095,1736950019.6885128,1736950019.6885128,1736950019.737969
agv2,1736950020.6883216,1736950020.6903226,1736950020.6903226,1736950020.7374413
agv2,1736950022.6902707,1736950022.69127,1736950022.69127,1736950022.7082906
agv2,1736950022.7072914,1736950022.7082906,1736950022.7082906,1736950022.7588153
agv2,1736950024.769085,1736950024.7700841,1736950024.7700841,1736950024.8176594
agv2,1736950024.7700841,1736950024.7738385,1736950024.7738385,1736950024.8176594
agv2,1736950025.7709725,1736950025.771978,1736950025.771978,1736950025.817329
agv2,1736950027.8322551,1736950027.8330853,1736950027.8330853,1736950027.8766284
agv2,1736950027.8330853,1736950027.8359733,1736950027.8359733,1736950027.8776274
agv2,1736950028.834979,1736950028.8369818,1736950028.8369818,1736950028.8774514
agv2,1736950029.8369122,1736950029.8399,1736950029.8399,1736950029.8875647
agv2,1736950030.8386245,1736950030.8394666,1736950030.8394666,1736950030.8893535
agv2,1736950032.8397858,1736950032.8437805,1736950032.8437805,1736950032.8878648
agv2,1736950032.8962867,1736950032.9397852,1736950032.9397852,1736950032.9877276
agv2,1736950034.9587393,1736950034.9592545,1736950034.9592545,1736950035.0069788
agv2,1736950034.9592545,1736950034.9618104,1736950034.9618104,1736950035.0077972
agv2,1736950036.9608173,1736950036.9618158,1736950036.9618158,1736950037.007139
